epoch,loss,val_loss,emotion_loss,val_emotion_loss,gender_loss,val_gender_loss,age_loss,val_age_loss,emotion_acc,val_emotion_acc,gender_acc,val_gender_acc,age_acc,val_age_acc,emotion_fairness,gender_fairness,age_fairness
11,2.6150429248809814,2.525298833847046,1.454128384590149,1.3778868913650513,0.6762042045593262,0.6732069849967957,1.4451323747634888,1.435068130493164,0.446260005235672,0.48801180720329285,0.5791940689086914,0.5876060724258423,0.34223031997680664,0.3555883467197418,0.0,0.8960762960065132,0.8132577754348972
12,2.6032419204711914,2.500096559524536,1.4545530080795288,1.362781286239624,0.6766999363899231,0.6719244122505188,1.444212555885315,1.4343441724777222,0.44456741213798523,0.4953891634941101,0.5738558769226074,0.5861305594444275,0.3415142297744751,0.34968647360801697,0.0,0.8789698862023585,0.8453412305516266
13,2.595308780670166,2.4940075874328613,1.4549033641815186,1.3662673234939575,0.6779853701591492,0.6732159852981567,1.443665623664856,1.4311624765396118,0.44795259833335876,0.501291036605835,0.5698847770690918,0.5835484862327576,0.34196993708610535,0.3389893174171448,0.0,0.8699675662506281,0.7835257707415785
14,2.5837695598602295,2.4783568382263184,1.4511440992355347,1.3580411672592163,0.6761540770530701,0.6715309023857117,1.441666603088379,1.4257214069366455,0.44645529985427856,0.50055330991745,0.5759390592575073,0.5920324325561523,0.3435323238372803,0.36112135648727417,0.0,0.9065674364608816,0.7995132627985809
15,2.5750656127929688,2.4691686630249023,1.446211338043213,1.3519678115844727,0.6784904599189758,0.6737975478172302,1.4413248300552368,1.4221742153167725,0.4471063017845154,0.5038731098175049,0.5709914565086365,0.5831796526908875,0.34405311942100525,0.36001476645469666,0.0,0.9031730205881446,0.783394043790545
16,2.568530321121216,2.472128391265869,1.4429538249969482,1.3605049848556519,0.6769226789474487,0.6712875366210938,1.4418140649795532,1.4270976781845093,0.44905930757522583,0.49797123670578003,0.5754182934761047,0.5876060724258423,0.33715254068374634,0.3541128635406494,0.0,0.8861283473169927,0.7848272138228942
17,2.5642929077148438,2.4666390419006348,1.4425708055496216,1.3549737930297852,0.677426278591156,0.6725305318832397,1.4419046640396118,1.4280813932418823,0.45062169432640076,0.5031353831291199,0.5694290995597839,0.5942456722259521,0.3429464101791382,0.35817041993141174,0.0,0.9137173110861544,0.7639078504949953
18,2.5720627307891846,2.469531536102295,1.4532127380371094,1.3633114099502563,0.6765821576118469,0.6732151508331299,1.4430017471313477,1.425430178642273,0.445739209651947,0.49723348021507263,0.5769155621528625,0.5769088864326477,0.34138402342796326,0.3559572100639343,0.0,0.9019345369758351,0.8321349557522123
19,2.564145088195801,2.4603209495544434,1.4483928680419922,1.3572196960449219,0.6752548217773438,0.6725846529006958,1.443520188331604,1.4245659112930298,0.4497753977775574,0.5079306364059448,0.5803007483482361,0.5868682861328125,0.3411236107349396,0.36112135648727417,0.0,0.8947451235172599,0.8064205048097998
20,2.5576975345611572,2.4655649662017822,1.4440301656723022,1.3597769737243652,0.6755868196487427,0.6739957928657532,1.441322684288025,1.4289897680282593,0.44905930757522583,0.49870896339416504,0.5771759748458862,0.5802286863327026,0.34346723556518555,0.3544817268848419,0.0,0.8995397819146731,0.7772610480985503
21,2.1706418991088867,2.095388889312744,1.068439245223999,1.0042235851287842,0.6800457835197449,0.6749333739280701,1.4154157638549805,1.3981077671051025,0.6479395627975464,0.667281448841095,0.5637654066085815,0.5861305594444275,0.38031378388404846,0.3906307518482208,0.0,0.9563809713772814,0.8286789527239836
